"Doctorate :","Employment Type",Experience,"Functional Area","Industry Type","Job Description",Location,"PG :",Role,"Role Category",Skills,"UG :"
,"Full Time, Permanent","5 - 10 years","Sales & Business Development","IT Services & Consulting","Job description
Job description
Responsibilities -
To achieve Sales Target.
To Appoint Resellers/Distributors for the company.
Identify and develop Enterprise accounts for the company.
Promote our security products-SSL certificates,PKI Products,verified marked certificates & Matter certificates.
Handling HSMs would be preferred
Should have experience in managing enterprise accounts.
To ensure that the customer experience is top-notch by offering Right Product mix.
Developing close rapport with Direct clients and Resellers.
Training Resellers on various Software Security Products of the company.
To coordinate with technical support engineers to resolve Technical queries.
Maintaining sales report in Zoho.
Experience & Qualification -
Minimum Graduation.
Technical knowledge is a must.
Experience - Min 5 To 10 years experience.
Need to have a positive attitude and outlook.
Strong problem solving and analytical skills.
Ability to multi-task
Customer Relationship Management.
Quickly adapt to new technology and terminology.
Ability to work individually as well as in a team environment
Knowledge about SSL, HSM's, PKI or any other security products preferred
Should have handled Enterprise sales

We seek a highly motivated and performance-driven Sales personnel to join our team and play a crucial role in driving our sales process. As a regional Sales manager, you will establish credibility and manage the technical aspects of the sales process. Additionally, you will develop strong customer relationships, retaining and growing existing accounts.


Role: Regional Sales Manager (B2B)
Industry Type: IT Services & Consulting
Department: Sales & Business Development
Employment Type: Full Time, Permanent
Role Category: Enterprise & B2B Sales
Education
UG: B.Tech/B.E. in Computers
PG: MBA/PGDM in Any Specialization
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
HSMB2B SalesSSLEnterprise SalesPKI
Communication SkillsSelf motivationTechnical UnderstandingBusiness AwarenessChannel SalesResult driven atitudesales",All,"MBA/PGDM in Any Specialization","Regional Sales Manager (B2B)","Enterprise & B2B Sales","HSM, B2B Sales, SSL, Enterprise Sales, PKI, Communication Skills, Self motivation, Technical Understanding, Business Awareness, Channel Sales, Result driven atitude, sales, ","B.Tech/B.E. in Computers"
,"Full Time, Permanent","8 - 13 years","IT & Information Security","IT Services & Consulting","Job description
Greetings,

TCS is hiring for Secure Service Edge Architect
Experience Range: 8-14 Years
Location: PAN India


Job Description:
Strong verbal and written communication skills
Strong knowledge of Zscaler solutions like ZIA, ZPA and ZDX, NetSkope and PA Prisma Access
Experience as a Deployment Engineer, Professional Services Consultant, Technical Account Manager, Sr. Support Engineer or similar, supporting networking or web security products
Knowledge of networking and security products and enterprise network infrastructure
Good knowledge of TCP/IP, especially HTTP and DNS,
Knowledge of IT Security, PKI, SSL/TLS
Networking Experience - VPN technologies such as IPsec and VPN clients
Network troubleshooting experience - Familiarity with tools such as Ping, Traceroute, MTR, and Network Protocol Analysers such as tcpdump, Wireshark
Knowledge of authentication systems such as MS AD, SAML is a plus
Knowledge of Cloud platforms (Azure, AWS) is a plus
Role: Security Architect / Consultant
Industry Type: IT Services & Consulting
Department: IT & Information Security
Employment Type: Full Time, Permanent
Role Category: IT Security
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Network SecurityPalo Alto NetworksZscalerVPNIT Security
IPSECTcp Ip ProtocolTracerouteSSL VPNDNSSSLPKItransport layer securityPingIPSEC VPNTCPDumpWireShark",All,"Any Postgraduate","Security Architect / Consultant","IT Security","Network Security, Palo Alto Networks, Zscaler, VPN, IT Security, IPSEC, Tcp Ip Protocol, Traceroute, SSL VPN, DNS, SSL, PKI, transport layer security, Ping, IPSEC VPN, TCPDump, WireShark, ","Any Graduate"
,"Full Time, Temporary/Contractual","7 - 12 years","Engineering - Software & QA","IT Services & Consulting","Job description
Bachelor's degree in computer science, information systems, or a similar field.
Demonstrable experience as a DataStage developer.
IBM DataStage certification or similar type of qualification.
Proficiency in SQL or another relevant coding language.
Experience or understanding of other ETL tools, such as Informatica, Oracle ETL, or Xplenty.
Knowledge of data modeling, database design, and the data warehousing ecosystem.
Skilled at the ideation, design, and deployment of DataStage solutions.
Excellent analytical and problem-solving skills.
The ability to work within a multidisciplinary team.


Role: Data warehouse Developer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Temporary/Contractual
Role Category: DBA / Data warehousing
Education
UG: Any Graduate
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
IBMDatastageDatastage Developer",All,nan,"Data warehouse Developer","DBA / Data warehousing","IBM, Datastage, Datastage Developer, ","Any Graduate"
,"Full Time, Permanent","6 - 9 years","Engineering - Software & QA","IT Services & Consulting","Job description
SAP CPI experience as a lead person responsible for integration design, implementation and
Hands on experience in SAP PO 7 5 and SAP CPI Solid understanding of PO PI technical architecture infrastructure and interface development including configuration adapters integrations testing and administration.
Monitoring Experience with PO PI configuration mapping and development using Mapping Techniques JAVA XSLT and Graphical Hands on ID ESR configuration.
Capable of configuring IFOLW ICO Capable of configuring SLD Proficiency in design and development of interfaces between SAP and external systems utilizing various adapters like HTTP HTTPS RFCs IDOC SOAP Proxy JDBC FTPS SFTP REST ODATA SFDC and mail adapters
Experience in following integration area that are part of current landscape XI ESB SAP EAI Business related Cloud Integration concepts patterns Experience in Java Development
Experience for writing custom modules EJB Java proxy Knowledge of security modules configuring encryption PGP 2 way SSL Concepts of RSA algorithm.
Knowledge experience in CPI API Management Capable of executing end to end performance load test SIT UAT manually Capable of writing Functional Mapping Technical Test document Experience working on support as well as implementation project Excellent communication skills

Secondary Skills
Experience in following integration area that are part of current landscape XI ESB SAP EAI Business related Cloud Integration concepts patterns Experience in Java Development
Experience for writing custom modules EJB Java proxy Knowledge of security modules configuring encryption PGP 2 way SSL Concepts of RSA algorithm.
Knowledge experience in CPI API Management Capable of executing end to end performance load test SIT UAT manually Capable of writing Functional Mapping Technical Test document Experience working on support as well as implementation project Excellent communication skills
Role: Technical Lead
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: B.Tech/B.E.
PG: Any Postgraduate
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
SAPJDBCXSLTHTTPEJB
API ManagementCloud IntegrationLoad testingTechnical architectureSSLSIT",All,"Any Postgraduate","Technical Lead","Software Development","SAP, JDBC, XSLT, HTTP, EJB, API Management, Cloud Integration, Load testing, Technical architecture, SSL, SIT, ",B.Tech/B.E.
"Doctorate Not Required","Full Time, Permanent","3 - 7 years","Engineering - Hardware & Networks","IT Services & Consulting","Job description
Looking who can join us : Immediate to 30 days

Roles and Responsibilities:
Installation, configuration and administration of WebLogic infrastructure.
Patching and Upgrade of WebLogic infrastructure.
Deployment and Un-deployment of applications.
Expertise in performance tuning Heap size configuration, thread dump analysis, heap dump analysis.
Administration and configuration of Web Server like Apache, OHS, IHS, Nginx etc.
Integrating Web Servers with Application servers.
TLS/SSL Implementation.
Implementation of best practices and standards.
Configuring monitoring tools/scripts related to Application Server and Web Server health check, profiling, Memory Usage, Concurrency etc.
Build pro-active alerts to avoid downtimes.
Experience in capacity planning & sSizing.
Experience in DR Switchover and Failover.
Change Management - Review proposed changes and Implement them in pre-production and production environment.
Responding to and acting on client issues/requests and recognition of client priorities.
Outage scenario handling, escalations and Root Cause Analysis, on-call support.
Be a part of the clients monthly review meeting, technical presentations etc.

Education, Skills and Experience required:
Engineering or Technical Degrees (BE/ B.Tech/ ME/ M.Tech/ M.Sc / MCA)
Overall 4+ years of experience out of which at least 2 years should be relevant industry experience.
Excellent experience in troubleshooting.
Knowledge on WLST scripting.
Experience in either WebSphere or JBoss would be highly desirable.
Hands-on experience on OHS is a must.
Should have the ability to handle multiple projects and deadlines.
Self-motivated, excellent communication skills for working effectively with other team members and user groups; Problem solving ability.
Client interaction experience would be an added advantage.
Male candidates preferred as the role requires working in shifts.
Role: System Administrator / Engineer
Industry Type: IT Services & Consulting
Department: Engineering - Hardware & Networks
Employment Type: Full Time, Permanent
Role Category: IT Network
Education
UG: B.Tech/B.E. in Computers
PG: MS/M.Sc(Science) in Any Specialization, MCA in Computers, M.Tech in Computers
Doctorate: Doctorate Not Required
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
WebLogic
Root Cause AnalysisChange ManagementNginxWeb ServersJBossApacheSSLWLST scriptingcapacity planningIHStroubleshootingWebLogic infrastructureWebSphereTLSOHSconfiguration Deployment",All,"MS/M.Sc(Science) in Any Specialization, MCA in Computers, M.Tech in Computers","System Administrator / Engineer","IT Network","WebLogic, Root Cause Analysis, Change Management, Nginx, Web Servers, JBoss, Apache, SSL, WLST scripting, capacity planning, IHS, troubleshooting, WebLogic infrastructure, WebSphere, TLS, OHS, configuration Deployment, ","B.Tech/B.E. in Computers"
,"Full Time, Permanent","4 - 10 years","Engineering - Software & QA","IT Services & Consulting","Job description
Administrating and monitoring tasks related to the support of Web Sphere Application Server with IBM (PMR)
Coordination with all the merchants, branch and core team
Preparing reports of health of all the sites, and keeping relevant stakeholders informed
Escalating issues to higher level till their closure
Configured WebSphere Application Server with Database
Configuring of JDBC Providers, Data Source, Virtual Hosting
As per the requirements planning and implementation of Fix packs, refresh packs Migration of version
Creating Nodes, clusters and cluster members
Working on SIP and innovations Generating and implementing the SSL certificates in Different environments
Deploying WAC configuration files and verifies status after deployment
Co coordinating with QK regarding escalation of the sites
Preparing RCA's and coordinate with respecting teams
Document issues and associated resolutions to problems
Prepare documentation and presentation of progress reports to customers
Conduct users, customers and Teams training
Guide/Mentor the team members on technical problems which cannot be resolved at their level
Ensure that Systems, Organization processes, Unit practices adhere to Organization policies
Active participation in Organization and Unit level initiatives
To ensure successful initiation, planning, execution, control and completion of the project by guiding team members on technical aspects, conducting reviews of technical documents and artefacts
Lead project development, production support and maintenance activities
Fill and ensure timesheets are completed, as is the invoicing process, on or before the deadline
Lead the customer interface for the project on an everyday basis, proactively addressing any issues before they are escalated
Create functional and technical specification documents
Track open tickets/ incidents in queue and allocate tickets to resources and ensure that the tickets are closed within the deadlines
Ensure analysts adhere to SLAs/KPIss/OLAs Ensure that all in the delivery team, including self, are constantly thinking of ways to do things faster, better or in a more economic manner
Lead and ensure project is in compliance with Software Quality Processes and within timelines
Review functional and technical specification documents
Serve as the single point of contact for the team to the project stakeholders
Promote team work, motivate, mentor and develop subordinates
Provide application production support as per process/RACI (Responsible, Accountable, Consulted and Informed) Matrix
Role: Database Administrator
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: DBA / Data warehousing
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
RCAWebsphereProduction supportIHSJDBCSIPsoftware qualitySSLMonitoringTechnical documentation",All,"Any Postgraduate","Database Administrator","DBA / Data warehousing","RCA, Websphere, Production support, IHS, JDBC, SIP, software quality, SSL, Monitoring, Technical documentation, ","Any Graduate"
,"Full Time, Permanent","1 - 4 years","IT & Information Security","IT Services & Consulting","Job description
Must have 5+ years of experience.
Technically strong on Citrix, VMware VDI, vSphere, Netscaler and strong understanding on DHCP, DNS, AD, GPO.
Identify gaps and share improvement plans wherever necessary with technical teams to plan for its execution.
Responsible for maintaining compliance while performing various tasks and duties by self as well as all team members.
Strong in automation and scripting to manage various automation and scripted tasks handled in the environment.
Very strong communication to clearly articulate and give advice for various activities and projects.
Maintain high quality of deliverables and document all the key activities.
Products to support: Citrix StoreFront, VMware Horizon (VDI), Win10, Win 11 imaging and optimization, Netscaler, AD-GPO, Windows Server 2016, IIS, SSL Certificates, PowerShell scripts, vSphere ESXi/vCenter.
Create Weekly/Monthly Reports and adhoc reports as per business requirements.
Additional Job Description
Technology Analyst - Entry level (1 Position, 2+ years of relevant experience)
Skills - Support internal Virtual Desktop Infrastructure environments.
Process tickets, provide access, troubleshoot connectivity/configuration problems with the end users and the technical teams.
Provide technical support and assist teams in planning and managing activities related to maintenance/upgrades.
Advanced level (1 Position, 5+ years of relevant experience)
Skills -
Technically strong on Citrix, VMware VDI, vSphere, Netscaler and strong understanding on DHCP, DNS, AD, GPO.
Identify gaps and share improvement plans wherever necessary with technical teams to plan for its execution
Responsible for maintaining compliance while performing various tasks and duties by self as well as all team members
Strong in automation and scripting to manage various automation and scripted tasks handled in the environment
Very strong communication to clearly articulate and give advice for various activities and projects
Maintain high quality of deliverables and document all the key activities
Products to support: Citrix StoreFront, VMware Horizon (VDI), Win10, Win 11 imaging and optimization, Netscaler, AD-GPO, Windows Server 2016, IIS, SSL Certificates, PowerShell scripts, vSphere ESXi/vCenter
Create Weekly/Monthly Reports and adhoc reports as per business requirements
ResponsibilitiesSkills - Citrix, Horizon VDI, Netscaler, vsphere, Citrix, VMware VDI, vSphere, Windows Servers, AD, GPO,DHCP, DNS, patching, troubleshooting
Role: Security Administrator
Industry Type: IT Services & Consulting
Department: IT & Information Security
Employment Type: Full Time, Permanent
Role Category: IT Security
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
VMwareAutomationIISAgileDNSWindowsCustomer serviceSSLTechnical supportDHCP",All,"Any Postgraduate","Security Administrator","IT Security","VMware, Automation, IIS, Agile, DNS, Windows, Customer service, SSL, Technical support, DHCP, ","Any Graduate"
,"Full Time, Permanent","3 - 6 years","Engineering - Hardware & Networks","IT Services & Consulting","Job description
Required Technical Skills - ,Cloud Infrastructure
Nice to have Techincal Skills - ,Vmware administration,MS Hyper V administration
Roles & Responsibilities
Administration of Citrix and F5 loadbalancer,SSL Offloading,Certificate binding,partition creations,troubleshooting issues w.r.t traffic flow,Full proxy/reverse proxy setup/Upgrades. Sound knowledge on BIGIP-DNS and Citrix Client LTM,GSLB,WAF and AAA concepts Good
Understanding on the concepts of cryptography,ciphers,DNS,ITIL Able to assess and review Capacity Planning/Access/Security Hardening/Backups
Role: System Administrator / Engineer
Industry Type: IT Services & Consulting
Department: Engineering - Hardware & Networks
Employment Type: Full Time, Permanent
Role Category: IT Network
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
VMwareNetworkingCloudDNSTroubleshootingCryptographyITILinfrastructure servicesSSLCapacity planning",All,"Any Postgraduate","System Administrator / Engineer","IT Network","VMware, Networking, Cloud, DNS, Troubleshooting, Cryptography, ITIL, infrastructure services, SSL, Capacity planning, ","Any Graduate"
,"Full Time, Permanent","9 - 12 years",Other,"IT Services & Consulting","Job description
Roles & Responsibilities
Experience in Citrix and F5 loadbalancer,SSL Offloading,Certificate binding,partition creations,troubleshooting issues wrt traffic flow,Full proxy/reverse proxy setup/Upgrades
Sound knowledge on BIGIP-DNS and Citrix Client LTM,GSLB,WAF and AAA concepts
Good Understanding on the concepts of cryptography,ciphers,DNS,TTL, DNSSEC etc
Ability to manage and liaise with multiple stake holders in projects/programs
Execellent communication skill and ability to manage highly technical resources Interact with OEMs, review KPIs, challenge their solution proposals
Review processes, SOPs, solution proposals
Experience in budgeting and resource hiring and mentoring
Ability to face and handle internal and external audits
Ability to assess, review and improve, service capacity, Access, Security, backups, BC-DR, etc
Role: Other
Industry Type: IT Services & Consulting
Department: Other
Employment Type: Full Time, Permanent
Role Category: Other
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
WebsenseNetworkingVPNDNSBudgetingTroubleshootingCryptographySSLinfrastructure servicesFirewall",All,"Any Postgraduate",Other,Other,"Websense, Networking, VPN, DNS, Budgeting, Troubleshooting, Cryptography, SSL, infrastructure services, Firewall, ","Any Graduate"
,"Full Time, Permanent","5 - 10 years","Engineering - Software & QA","Software Product","Job description
Minimum 5 years experience in implementing end to end integration solutions using NiFi processors
Minimum 5 years experience in Java and Spring boot with Microservices
Minimum 3 years experience in application security such as SSL Certificates, cryptography
Minimum 2 years experience in Distributed architecture
Technical Skills
Excellent in designing and developing NiFi and MiNiFi Flows using various processors along with failover scenarios
Excellent in SSL Certificates, communicate protocols such as SFTP, Site to Site and cryptography
Well versed in distributed architecture using zookeeper
Excellent in Java and microservices
Familiar with Distributed services resiliency and monitoring in a production environment.
Functional Skills
Experience in following best Coding, Security, Unit testing and Documentation standards and practices
Experience in Banking/Financial domain is highly desired
Key Skills :
Apache
Nifi
  Role: Technical Architect
Industry Type: Software Product
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
ArchitectureCodingConsultingApplication securityUnit testingApacheCryptographySSLMonitoringmicroservices",All,"Any Postgraduate","Technical Architect","Software Development","Architecture, Coding, Consulting, Application security, Unit testing, Apache, Cryptography, SSL, Monitoring, microservices, ","Any Graduate"
,"Full Time, Permanent","5 - 12 years","Engineering - Software & QA","Software Product","Job description
? Minimum 5 years experience in implementing end to end integration solutions using NiFi processors
? Minimum 5 years experience in Java and Spring boot with Microservices
? Minimum 3 years experience in application security such as SSL Certificates, cryptography
? Minimum 2 years experience in Distributed architecture
? Minimum 5 years experience in implementing end to end integration solutions using NiFi processors
? Minimum 5 years experience in Java and Spring boot with Microservices
? Minimum 3 years experience in application security such as SSL Certificates, cryptography
? Minimum 2 years experience in Distributed architecture
? Excellent in designing and developing NiFi and MiNiFi Flows using various processors along with failover scenarios
? Excellent in SSL Certificates, communicate protocols such as SFTP, Site to Site and cryptography
? Well versed in distributed architecture using zookeeper
? Excellent in Java and microservices
? Familiar with Distributed services resiliency and monitoring in a production environment.
Key Skills :
Nifi
Java
Spring Boot
Microservices
Cryptography
Role: Technical Architect
Industry Type: Software Product
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
spring bootArchitectureConsultingApplication securityApacheCryptographySSLMonitoringmicroservices",All,"Any Postgraduate","Technical Architect","Software Development","spring boot, Architecture, Consulting, Application security, Apache, Cryptography, SSL, Monitoring, microservices, ","Any Graduate"
,"Full Time, Permanent","4 - 8 years","Customer Success, Service & Operations","IT Services & Consulting","Job description
Cisco MDS & Brocade zoning, firmware upgrades, Fabric migrations.
Provision and decommission SAN storage.
Develop, monitor and replication of SAN storage.
Troubleshoot I/O performance issues with Systems and Database teams.
Design and implement Pure Storage.
Run state support for Hitachi SAN G200, G400, G370 storage arrays.
Provide reporting of SAN usage and performance data.
Computer Science or Information Technology Degree or an equivalent combination of education, training and experience
SAN Storage Administration experience 4 to 8 years
Domain experience and understanding of Windows, Unix, Virtualization, Databases, Middleware and networking.
Good interpersonal, oral and written communication skills.
Strong organizational skills
Ability to handle multiple tasks simultaneously
Strong initiative, self-reliance, and ability to cope with and overcome ambiguity
Logical and detail-oriented thinking
Innovative problem solving & analysis
Team player with a positive and encouraging demeanor
Ability to participate across various teams, cultures, geographies and time zones
Ability to work outside normal business hours without prior notice in response to high priority



Role: Subject Matter Expert
Industry Type: IT Services & Consulting
Department: Customer Success, Service & Operations
Employment Type: Full Time, Permanent
Role Category: Operations
Education
UG: B.Tech/B.E. in Any Specialization
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Hitachi StorageBrocade SanStorage ArraysSan / Nas
EMC Storage",All,nan,"Subject Matter Expert",Operations,"Hitachi Storage, Brocade San, Storage Arrays, San / Nas, EMC Storage, ","B.Tech/B.E. in Any Specialization"
,"Full Time, Permanent","9 - 12 years","Engineering - Hardware & Networks","IT Services & Consulting","Job description
Strong storage experience with Dell EMC s VMAX UNITY Symmetrix platforms Hitachi HDS HP 3PAR Brocade SAN Switches
Strong skills and experience in enterprise storage administration File Object Block
SAN Administration Replication BCV Clone SRDF Recovery Point Appliance Thin Provisioning Performance Manager
Experience on SRDF DR SnapMirror replication technologies
Experience in FC ISCSI environment Brocade SAN switch installation configuration and administration Strong
Experience in creation LUN creation mapping LUN Server decommission Meta Device creation addition removal Tiering local remote replication for Backup DR
Candidate should be familiar with ITIL methodology change management
Ability to work independently think and act responsibly and display good work ethics
Provide Level 2 and Level 3 expertise for break fix issues
Provide performance tuning and troubleshooting of all storage technologies
Performance analysis of the environment
Planning coordinating and execution of firmware upgrades
Ensuring accurate and non impactful changes are implemented in the production environment by working with technical services Storage resources
Effective communication skills in both verbal and written English
Client focused with regards to service delivery
Self driven and able to work independently or within a team
A flexible approach and ability to work shift patterns and provide out of hours on call support

Primary Skills
EMS SAN Storage administration
EMC SAN
EMC VMAX
EMC Unity
EMC Isilon
EMC Brocade

Secondary Skills
Dell EMC VMAX UNITY
Brocade
SAN Switches
Role: Network Manager / Administrator
Industry Type: IT Services & Consulting
Department: Engineering - Hardware & Networks
Employment Type: Full Time, Permanent
Role Category: IT Network
Education
UG: B.Tech/B.E.
PG: Any Postgraduate
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
SANEMC VMAXEMC SANTroubleshooting
SAN AdministrationITIL",All,"Any Postgraduate","Network Manager / Administrator","IT Network","SAN, EMC VMAX, EMC SAN, Troubleshooting, SAN Administration, ITIL, ",B.Tech/B.E.
,"Full Time, Permanent","3 - 7 years","Engineering - Software & QA","IT Services & Consulting","Job description
Must have working experience on IBM Spectrum Protect v8.x (aka TSM)
Installation, configuration and management of TSM Servers.
Must have Knowledge on TSM4VE Implementation and Administration.
Must have working experience on Data Domain Implementation & Administration.
Working experience on EMC DD Boost for Enterprise Applications (DDBEA)
Configuring TDP for Databases such as Tivoli Data Protection for SQL & DB2.
NDMP Backups : Configuration, Troubleshoot & NDMP Restores.
Knowledge and practical experience of IBM Storage technologies and Storage domain (V7000 block Unified and XIV Storage)
Good knowledge on Brocade SAN Switches and knowledge on migration and replications
Good working knowledge Fabric Switches Brocade Cisco
Experience on IBM XIV/ IBM V7000/ EMC ISILON/ Brocade /Storage insight
Knowledge of Database, VMware & AIX from Storage point of view is a plus
Primary Skills
Tivoli Storage Manager(IBM Spectrum Protect)
Duties include; provisioning, implementation / integration, standards / governance, patch management, monitoring, support, root cause analysis and performance tuning.
Performs strategic analysis and design of TSM infrastructure and makes recommendations on improvements and/or new systems required to meet business needs and future capacity.
Manage the Backup and restoration of systems using Tivoli Storage Manager (TSM)
Diagnose TSM platform issues (server and client side) and provide Support in complex, business-critical environment including physical and virtual infrastructure.
Produce basic project plans, root cause analysis documents, change/risk assessments, and product management documentation.
Administer TSM server environment s to monitor and manage enterprise data management processes. Monitor TSM application server processes and errors to ensure overall system performance and stability.
Monitor and ensure that Backup server maintenance tasks are successful on a daily basis, correcting any errors when necessary.
Provide support for Backup server Tape drives and library problems, including halting and/or restarting the Backup server software application.
Plan to determine Storage and Backup needs and solution for Enterprise projects.
Data Domain & DDBoost
Implementation & Administration of EMC Data Domain systems
Configure DDBoost Backups and Restores.
Knowledge on DR replication and Recovery of Data at DR site using DD.
Secondary Skills
IBM Spectrum Protect
Tivoli Storage Manager
IBM SAN Storage-IBM V7000
Dell EMCXIV, EMC ISILON, Brocade /Storage insight
Data Domain
DD Boost
Role: DBA / Data warehousing - Other
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: DBA / Data warehousing
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
VMware
ibm xivaixbackupproduct managementbrocadeibm storagetivoli storage manageribm santsm",All,"Any Postgraduate","DBA / Data warehousing - Other","DBA / Data warehousing","VMware, ibm xiv, aix, backup, product management, brocade, ibm storage, tivoli storage manager, ibm san, tsm, ","Any Graduate"
,"Full Time, Temporary/Contractual","2 - 7 years","IT & Information Security","IT Services & Consulting","Job description
Dell EMC VMAX3, PMAX, VNX, ISILON, & Netapp & Brocade SAN Switches
Monitoring the storage device alerts
Basic understanding SAN and NAS
Basic understanding of Alerts
Health check of Devices
Follow-up with Vendors
Opening SR's with
Netapp
Role: IT Infrastructure Services - Other
Industry Type: IT Services & Consulting
Department: IT & Information Security
Employment Type: Full Time, Temporary/Contractual
Role Category: IT Infrastructure Services
Education
UG: Any Graduate
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Vmax Storage
PMAXStorageNetapp",All,nan,"IT Infrastructure Services - Other","IT Infrastructure Services","Vmax Storage, PMAX, Storage, Netapp, ","Any Graduate"
,"Full Time, Permanent","4 - 9 years","IT & Information Security","IT Services & Consulting","Job description
Degree BE/B.Tech/MCA in IT/Computer Science/ Electronics & Communication/Electronics or higher with Red hat Certified Engineer (RHCE)/Microsoft Certified Server Administrator (MCSA)/ Storage OEM Certification like EMC, Hitachi etc.
Total 5 - 7 years of experience in Storage administration, management and operations.
Enterprise SAN (Hitachi - VSPxx / IBM - DSxxx / EMC VMAX / PMAX / Data Domain)
NAS (NetApps / EMC / Hitachi)
SAN Switches CISCO MDS / Brocade
SAN Fabric design, implementation, and management
Knowledge on SAN Migration Tools (Hitachi / IBM / EMC)
Storage Replication Configuration, Monitoring and Troubleshooting (OEM Native)
SAN / NAS deployment Installation, Configuration, Allocation / De-allocation, Migration
Knowledge of Backup & Recovery Solution (EMC / Veritas)
Multilocation Configuration for Replication (2 way / 3 way)
Performance Monitoring, Optimization, Capacity Planning for SAN, NAS
Storage Solution Sizing inclusive of Fabric considerations for performance, latency,
respoNSEIL
RHEL 6 + / IBM AIX
Understand and troubleshoot the SMB, NFS and CIFS shares networking protocols
Implementation and management of DR solution for Storage equipment (SAN / NAS)
Escalation Management (Internal, within NSEIL and with OEM)

Role: Security Administrator
Industry Type: IT Services & Consulting
Department: IT & Information Security
Employment Type: Full Time, Permanent
Role Category: IT Security
Education
UG: Any Graduate
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
EMC StorageHitachi Storagesan storageStorage Area Network
NetappsSANIBM StorageIBM SANNetApp StorageBrocadeEMC DMXNetappHP Storage",All,nan,"Security Administrator","IT Security","EMC Storage, Hitachi Storage, san storage, Storage Area Network, Netapps, SAN, IBM Storage, IBM SAN, NetApp Storage, Brocade, EMC DMX, Netapp, HP Storage, ","Any Graduate"
,"Full Time, Permanent","3 - 6 years","Engineering - Hardware & Networks","IT Services & Consulting","Job description
We are looking for candidate who is having skills on Hitachi/EMC Storage and Brocade /Cisco/FCIP Routers.
Primary Skill – Hitachi storage array and Brocade san sw
Candidate should have knowledge on Storage Lun allocation /De-Allocation/Host creation /Volume Mapping /Pool Expansion/raid group creation etc on Hitachi Storage arrays which include HUS, HUSVM, G Series (G-130).
Hands on experience on Zoning /Firmware upgrade and troubleshooting on Brocade /Cisco /FCIP Routers and Replication (TC/HUR).
Should have In-depth knowledge on Hitachi tools like HCS Tuning Manager, Command Suite, Storage Navigator, HTSM, HORCM, CCI, etc.
Manage the day to day Storage Operations from a capacity, availability and risk management perspective.
Role: System Administrator / Engineer
Industry Type: IT Services & Consulting
Department: Engineering - Hardware & Networks
Employment Type: Full Time, Permanent
Role Category: IT Network
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
SANFirmwareManagementTroubleshootingEMC storageRisk managementcisco",All,"Any Postgraduate","System Administrator / Engineer","IT Network","SAN, Firmware, Management, Troubleshooting, EMC storage, Risk management, cisco, ","Any Graduate"
